trial_id,direction,n_same_dir_sims,best_sim_episode,best_rmse,best_corr,best_dtw,mean_rmse_same_dir,mean_corr_same_dir,mean_dtw_same_dir
191,-1.0,40,2,0.09933192143237994,0.14786360497417503,0.0035469426827140836,0.08130089009025199,0.1248358947750983,0.03197499539100291
192,-1.0,40,30,0.08312826983085915,0.09949792887950706,0.005959557528272696,0.08428053509833681,0.09254194494922809,0.03675181029663503
193,-1.0,40,1,0.07286920364193866,0.15290086888745344,0.008526736882174167,0.07955442491562725,0.13800400315337136,0.036695735947574804
194,-1.0,40,12,0.003940669297810346,0.10618263435455452,0.0024004100632177244,0.08361057641492083,0.12548341858014891,0.08236363094558488
195,-1.0,40,30,0.04054547342447734,0.42516052383821445,0.007539035447369904,0.061355185131388046,0.36846729533147365,0.03682428864423594
196,-1.0,40,30,0.08175833903433997,0.11467137900487488,0.004131792013423245,0.08298703347842007,0.10556773101155059,0.03627554032130474
197,-1.0,40,38,0.07217976552039848,0.1412697129691538,0.005008341568902181,0.08099406387888916,0.1245238043376539,0.034766963898503804
198,-1.0,40,6,0.04583850674029999,0.1146105402792032,0.010880264786572636,0.08435370262908412,0.09566926472320936,0.04538281534148488
199,-1.0,40,1,0.07714919068835037,0.12172103759833017,0.00620499160877058,0.0839910152027206,0.1102272123506471,0.033693715271306136
200,-1.0,40,10,0.07871642540177806,0.10044969329722812,0.005213850518828569,0.08451856123175705,0.09144818159934873,0.036785339001111604
201,-1.0,40,23,0.10158646197532363,0.1516933246104787,0.0041901493338731555,0.08028892569573276,0.1304917522668406,0.03333446014771975
202,-1.0,40,6,0.04677221935269119,0.10170479142515987,0.012219598285092007,0.08514711875629302,0.08396514858990842,0.04581322899726488
203,-1.0,40,20,0.047372581409658845,0.07255750722135718,0.012823936146977907,0.08740641070177121,0.0616036166170845,0.0473336914479463
204,-1.0,40,15,0.07140014364831383,0.1156105413838146,0.005447537866706864,0.08360422012293918,0.10492022774641149,0.03955780748160719
205,-1.0,40,28,0.07217699744623335,0.07670868323754397,0.008349666662154314,0.08664862857825979,0.07602102354164457,0.043156237855050905
